season,round,circuit_id,lat,long,country,date,url
1973,4,montjuic,41.3664,2.15167,Spain,29/04/1973,http://en.wikipedia.org/wiki/1973_Spanish_Grand_Prix
1973,5,zolder,50.9894,5.25694,Belgium,20/05/1973,http://en.wikipedia.org/wiki/1973_Belgian_Grand_Prix
1973,6,monaco,43.7347,7.42056,Monaco,03/06/1973,http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix
1973,7,anderstorp,57.2653,13.6042,Sweden,17/06/1973,http://en.wikipedia.org/wiki/1973_Swedish_Grand_Prix
1973,8,ricard,43.2506,5.79167,France,01/07/1973,http://en.wikipedia.org/wiki/1973_French_Grand_Prix
1973,9,silverstone,52.0786,-1.01694,UK,14/07/1973,http://en.wikipedia.org/wiki/1973_British_Grand_Prix
1973,10,zandvoort,52.3888,4.54092,Netherlands,29/07/1973,http://en.wikipedia.org/wiki/1973_Dutch_Grand_Prix
1973,11,nurburgring,50.3356,6.9475,Germany,05/08/1973,http://en.wikipedia.org/wiki/1973_German_Grand_Prix
1973,12,osterreichring,47.2197,14.7647,Austria,19/08/1973,http://en.wikipedia.org/wiki/1973_Austrian_Grand_Prix
1973,13,monza,45.6156,9.28111,Italy,09/09/1973,http://en.wikipedia.org/wiki/1973_Italian_Grand_Prix
1973,14,mosport,44.0481,-78.6756,Canada,23/09/1973,http://en.wikipedia.org/wiki/1973_Canadian_Grand_Prix
1973,15,watkins_glen,42.3369,-76.9272,USA,07/10/1973,http://en.wikipedia.org/wiki/1973_United_States_Grand_Prix
1974,1,galvez,-34.6943,-58.4593,Argentina,13/01/1974,http://en.wikipedia.org/wiki/1974_Argentine_Grand_Prix
1974,2,interlagos,-23.7036,-46.6997,Brazil,27/01/1974,http://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix
1974,3,kyalami,-25.9894,28.0767,South Africa,30/03/1974,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
1974,4,jarama,40.6171,-3.58558,Spain,28/04/1974,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
1974,5,nivelles,50.6211,4.32694,Belgium,12/05/1974,http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix
1974,6,monaco,43.7347,7.42056,Monaco,26/05/1974,http://en.wikipedia.org/wiki/1974_Monaco_Grand_Prix
1974,7,anderstorp,57.2653,13.6042,Sweden,09/06/1974,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
1974,8,zandvoort,52.3888,4.54092,Netherlands,23/06/1974,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
1974,9,dijon,47.3625,4.89913,France,07/07/1974,http://en.wikipedia.org/wiki/1974_French_Grand_Prix
1974,10,brands_hatch,51.3569,0.263056,UK,20/07/1974,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
1974,11,nurburgring,50.3356,6.9475,Germany,04/08/1974,http://en.wikipedia.org/wiki/1974_German_Grand_Prix
1974,12,osterreichring,47.2197,14.7647,Austria,18/08/1974,http://en.wikipedia.org/wiki/1974_Austrian_Grand_Prix
1974,13,monza,45.6156,9.28111,Italy,08/09/1974,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
1974,14,mosport,44.0481,-78.6756,Canada,22/09/1974,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
1974,15,watkins_glen,42.3369,-76.9272,USA,06/10/1974,http://en.wikipedia.org/wiki/1974_United_States_Grand_Prix
1975,1,galvez,-34.6943,-58.4593,Argentina,12/01/1975,http://en.wikipedia.org/wiki/1975_Argentine_Grand_Prix
1975,2,interlagos,-23.7036,-46.6997,Brazil,26/01/1975,http://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix
1975,3,kyalami,-25.9894,28.0767,South Africa,01/03/1975,http://en.wikipedia.org/wiki/1975_South_African_Grand_Prix
1975,4,montjuic,41.3664,2.15167,Spain,27/04/1975,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix
1975,5,monaco,43.7347,7.42056,Monaco,11/05/1975,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix
1975,6,zolder,50.9894,5.25694,Belgium,25/05/1975,http://en.wikipedia.org/wiki/1975_Belgian_Grand_Prix
1975,7,anderstorp,57.2653,13.6042,Sweden,08/06/1975,http://en.wikipedia.org/wiki/1975_Swedish_Grand_Prix
1975,8,zandvoort,52.3888,4.54092,Netherlands,22/06/1975,http://en.wikipedia.org/wiki/1975_Dutch_Grand_Prix
1975,9,ricard,43.2506,5.79167,France,06/07/1975,http://en.wikipedia.org/wiki/1975_French_Grand_Prix
1975,10,silverstone,52.0786,-1.01694,UK,19/07/1975,http://en.wikipedia.org/wiki/1975_British_Grand_Prix
1975,11,nurburgring,50.3356,6.9475,Germany,03/08/1975,http://en.wikipedia.org/wiki/1975_German_Grand_Prix
1975,12,osterreichring,47.2197,14.7647,Austria,17/08/1975,http://en.wikipedia.org/wiki/1975_Austrian_Grand_Prix
1975,13,monza,45.6156,9.28111,Italy,07/09/1975,http://en.wikipedia.org/wiki/1975_Italian_Grand_Prix
1975,14,watkins_glen,42.3369,-76.9272,USA,05/10/1975,http://en.wikipedia.org/wiki/1975_United_States_Grand_Prix
1976,1,interlagos,-23.7036,-46.6997,Brazil,25/01/1976,http://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix
1976,2,kyalami,-25.9894,28.0767,South Africa,06/03/1976,http://en.wikipedia.org/wiki/1976_South_African_Grand_Prix
1976,3,long_beach,33.7651,-118.189,USA,28/03/1976,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix_West
1976,4,jarama,40.6171,-3.58558,Spain,02/05/1976,http://en.wikipedia.org/wiki/1976_Spanish_Grand_Prix
1976,5,zolder,50.9894,5.25694,Belgium,16/05/1976,http://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix
1976,6,monaco,43.7347,7.42056,Monaco,30/05/1976,http://en.wikipedia.org/wiki/1976_Monaco_Grand_Prix
1976,7,anderstorp,57.2653,13.6042,Sweden,13/06/1976,http://en.wikipedia.org/wiki/1976_Swedish_Grand_Prix
1976,8,ricard,43.2506,5.79167,France,04/07/1976,http://en.wikipedia.org/wiki/1976_French_Grand_Prix
1976,9,brands_hatch,51.3569,0.263056,UK,18/07/1976,http://en.wikipedia.org/wiki/1976_British_Grand_Prix
1976,10,nurburgring,50.3356,6.9475,Germany,01/08/1976,http://en.wikipedia.org/wiki/1976_German_Grand_Prix
1976,11,osterreichring,47.2197,14.7647,Austria,15/08/1976,http://en.wikipedia.org/wiki/1976_Austrian_Grand_Prix
1976,12,zandvoort,52.3888,4.54092,Netherlands,29/08/1976,http://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix
1976,13,monza,45.6156,9.28111,Italy,12/09/1976,http://en.wikipedia.org/wiki/1976_Italian_Grand_Prix
1976,14,mosport,44.0481,-78.6756,Canada,03/10/1976,http://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix
1976,15,watkins_glen,42.3369,-76.9272,USA,10/10/1976,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix
1976,16,fuji,35.3717,138.927,Japan,24/10/1976,http://en.wikipedia.org/wiki/1976_Japanese_Grand_Prix
1977,1,galvez,-34.6943,-58.4593,Argentina,09/01/1977,http://en.wikipedia.org/wiki/1977_Argentine_Grand_Prix
1977,2,interlagos,-23.7036,-46.6997,Brazil,23/01/1977,http://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix
1977,3,kyalami,-25.9894,28.0767,South Africa,05/03/1977,http://en.wikipedia.org/wiki/1977_South_African_Grand_Prix
1977,4,long_beach,33.7651,-118.189,USA,03/04/1977,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West
1977,5,jarama,40.6171,-3.58558,Spain,08/05/1977,http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix
1977,6,monaco,43.7347,7.42056,Monaco,22/05/1977,http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix
1977,7,zolder,50.9894,5.25694,Belgium,05/06/1977,http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix
1977,8,anderstorp,57.2653,13.6042,Sweden,19/06/1977,http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix
1977,9,dijon,47.3625,4.89913,France,03/07/1977,http://en.wikipedia.org/wiki/1977_French_Grand_Prix
1977,10,silverstone,52.0786,-1.01694,UK,16/07/1977,http://en.wikipedia.org/wiki/1977_British_Grand_Prix
1977,11,hockenheimring,49.3278,8.56583,Germany,31/07/1977,http://en.wikipedia.org/wiki/1977_German_Grand_Prix
1977,12,osterreichring,47.2197,14.7647,Austria,14/08/1977,http://en.wikipedia.org/wiki/1977_Austrian_Grand_Prix
1977,13,zandvoort,52.3888,4.54092,Netherlands,28/08/1977,http://en.wikipedia.org/wiki/1977_Dutch_Grand_Prix
1977,14,monza,45.6156,9.28111,Italy,11/09/1977,http://en.wikipedia.org/wiki/1977_Italian_Grand_Prix
1977,15,watkins_glen,42.3369,-76.9272,USA,02/10/1977,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix
1977,16,mosport,44.0481,-78.6756,Canada,09/10/1977,http://en.wikipedia.org/wiki/1977_Canadian_Grand_Prix
1977,17,fuji,35.3717,138.927,Japan,23/10/1977,http://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix
1978,1,galvez,-34.6943,-58.4593,Argentina,15/01/1978,http://en.wikipedia.org/wiki/1978_Argentine_Grand_Prix
1978,2,jacarepagua,-22.9756,-43.395,Brazil,29/01/1978,http://en.wikipedia.org/wiki/1978_Brazilian_Grand_Prix
1978,3,kyalami,-25.9894,28.0767,South Africa,04/03/1978,http://en.wikipedia.org/wiki/1978_South_African_Grand_Prix
1978,4,long_beach,33.7651,-118.189,USA,02/04/1978,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix_West
1978,5,monaco,43.7347,7.42056,Monaco,07/05/1978,http://en.wikipedia.org/wiki/1978_Monaco_Grand_Prix
1978,6,zolder,50.9894,5.25694,Belgium,21/05/1978,http://en.wikipedia.org/wiki/1978_Belgian_Grand_Prix
1978,7,jarama,40.6171,-3.58558,Spain,04/06/1978,http://en.wikipedia.org/wiki/1978_Spanish_Grand_Prix
1978,8,anderstorp,57.2653,13.6042,Sweden,17/06/1978,http://en.wikipedia.org/wiki/1978_Swedish_Grand_Prix
1978,9,ricard,43.2506,5.79167,France,02/07/1978,http://en.wikipedia.org/wiki/1978_French_Grand_Prix
1978,10,brands_hatch,51.3569,0.263056,UK,16/07/1978,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
1978,11,hockenheimring,49.3278,8.56583,Germany,30/07/1978,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
1978,12,osterreichring,47.2197,14.7647,Austria,13/08/1978,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
1978,13,zandvoort,52.3888,4.54092,Netherlands,27/08/1978,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
1978,14,monza,45.6156,9.28111,Italy,10/09/1978,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
1978,15,watkins_glen,42.3369,-76.9272,USA,01/10/1978,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
1978,16,villeneuve,45.5,-73.5228,Canada,08/10/1978,http://en.wikipedia.org/wiki/1978_Canadian_Grand_Prix
1979,1,galvez,-34.6943,-58.4593,Argentina,21/01/1979,http://en.wikipedia.org/wiki/1979_Argentine_Grand_Prix
1979,2,interlagos,-23.7036,-46.6997,Brazil,04/02/1979,http://en.wikipedia.org/wiki/1979_Brazilian_Grand_Prix
1979,3,kyalami,-25.9894,28.0767,South Africa,03/03/1979,http://en.wikipedia.org/wiki/1979_South_African_Grand_Prix
1979,4,long_beach,33.7651,-118.189,USA,08/04/1979,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix_West
1979,5,jarama,40.6171,-3.58558,Spain,29/04/1979,http://en.wikipedia.org/wiki/1979_Spanish_Grand_Prix
1979,6,zolder,50.9894,5.25694,Belgium,13/05/1979,http://en.wikipedia.org/wiki/1979_Belgian_Grand_Prix
1979,7,monaco,43.7347,7.42056,Monaco,27/05/1979,http://en.wikipedia.org/wiki/1979_Monaco_Grand_Prix
1979,8,dijon,47.3625,4.89913,France,01/07/1979,http://en.wikipedia.org/wiki/1979_French_Grand_Prix
1979,9,silverstone,52.0786,-1.01694,UK,14/07/1979,http://en.wikipedia.org/wiki/1979_British_Grand_Prix
1979,10,hockenheimring,49.3278,8.56583,Germany,29/07/1979,http://en.wikipedia.org/wiki/1979_German_Grand_Prix
1979,11,osterreichring,47.2197,14.7647,Austria,12/08/1979,http://en.wikipedia.org/wiki/1979_Austrian_Grand_Prix
1979,12,zandvoort,52.3888,4.54092,Netherlands,26/08/1979,http://en.wikipedia.org/wiki/1979_Dutch_Grand_Prix
1979,13,monza,45.6156,9.28111,Italy,09/09/1979,http://en.wikipedia.org/wiki/1979_Italian_Grand_Prix
1979,14,villeneuve,45.5,-73.5228,Canada,30/09/1979,http://en.wikipedia.org/wiki/1979_Canadian_Grand_Prix
1979,15,watkins_glen,42.3369,-76.9272,USA,07/10/1979,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix
1980,1,galvez,-34.6943,-58.4593,Argentina,13/01/1980,http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix
1980,2,interlagos,-23.7036,-46.6997,Brazil,27/01/1980,http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix
1980,3,kyalami,-25.9894,28.0767,South Africa,01/03/1980,http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix
1980,4,long_beach,33.7651,-118.189,USA,30/03/1980,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West
1980,5,zolder,50.9894,5.25694,Belgium,04/05/1980,http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix
1980,6,monaco,43.7347,7.42056,Monaco,18/05/1980,http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix
1980,7,ricard,43.2506,5.79167,France,29/06/1980,http://en.wikipedia.org/wiki/1980_French_Grand_Prix
1980,8,brands_hatch,51.3569,0.263056,UK,13/07/1980,http://en.wikipedia.org/wiki/1980_British_Grand_Prix
1980,9,hockenheimring,49.3278,8.56583,Germany,10/08/1980,http://en.wikipedia.org/wiki/1980_German_Grand_Prix
1980,10,osterreichring,47.2197,14.7647,Austria,17/08/1980,http://en.wikipedia.org/wiki/1980_Austrian_Grand_Prix
1980,11,zandvoort,52.3888,4.54092,Netherlands,31/08/1980,http://en.wikipedia.org/wiki/1980_Dutch_Grand_Prix
1980,12,imola,44.3439,11.7167,Italy,14/09/1980,http://en.wikipedia.org/wiki/1980_Italian_Grand_Prix
1980,13,villeneuve,45.5,-73.5228,Canada,28/09/1980,http://en.wikipedia.org/wiki/1980_Canadian_Grand_Prix
1980,14,watkins_glen,42.3369,-76.9272,USA,05/10/1980,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix
1981,1,long_beach,33.7651,-118.189,USA,15/03/1981,http://en.wikipedia.org/wiki/1981_United_States_Grand_Prix_West
1981,2,jacarepagua,-22.9756,-43.395,Brazil,29/03/1981,http://en.wikipedia.org/wiki/1981_Brazilian_Grand_Prix
1981,3,galvez,-34.6943,-58.4593,Argentina,12/04/1981,http://en.wikipedia.org/wiki/1981_Argentine_Grand_Prix
1981,4,imola,44.3439,11.7167,Italy,03/05/1981,http://en.wikipedia.org/wiki/1981_San_Marino_Grand_Prix
1981,5,zolder,50.9894,5.25694,Belgium,17/05/1981,http://en.wikipedia.org/wiki/1981_Belgian_Grand_Prix
1981,6,monaco,43.7347,7.42056,Monaco,31/05/1981,http://en.wikipedia.org/wiki/1981_Monaco_Grand_Prix
1981,7,jarama,40.6171,-3.58558,Spain,21/06/1981,http://en.wikipedia.org/wiki/1981_Spanish_Grand_Prix
1981,8,dijon,47.3625,4.89913,France,05/07/1981,http://en.wikipedia.org/wiki/1981_French_Grand_Prix
1981,9,silverstone,52.0786,-1.01694,UK,18/07/1981,http://en.wikipedia.org/wiki/1981_British_Grand_Prix
1981,10,hockenheimring,49.3278,8.56583,Germany,02/08/1981,http://en.wikipedia.org/wiki/1981_German_Grand_Prix
1981,11,osterreichring,47.2197,14.7647,Austria,16/08/1981,http://en.wikipedia.org/wiki/1981_Austrian_Grand_Prix
1981,12,zandvoort,52.3888,4.54092,Netherlands,30/08/1981,http://en.wikipedia.org/wiki/1981_Dutch_Grand_Prix
1981,13,monza,45.6156,9.28111,Italy,13/09/1981,http://en.wikipedia.org/wiki/1981_Italian_Grand_Prix
1981,14,villeneuve,45.5,-73.5228,Canada,27/09/1981,http://en.wikipedia.org/wiki/1981_Canadian_Grand_Prix
1981,15,las_vegas,36.1162,-115.174,USA,17/10/1981,http://en.wikipedia.org/wiki/1981_Caesars_Palace_Grand_Prix
1982,1,kyalami,-25.9894,28.0767,South Africa,23/01/1982,http://en.wikipedia.org/wiki/1982_South_African_Grand_Prix
1982,2,jacarepagua,-22.9756,-43.395,Brazil,21/03/1982,http://en.wikipedia.org/wiki/1982_Brazilian_Grand_Prix
1982,3,long_beach,33.7651,-118.189,USA,04/04/1982,http://en.wikipedia.org/wiki/1982_United_States_Grand_Prix_West
1982,4,imola,44.3439,11.7167,Italy,25/04/1982,http://en.wikipedia.org/wiki/1982_San_Marino_Grand_Prix
1982,5,zolder,50.9894,5.25694,Belgium,09/05/1982,http://en.wikipedia.org/wiki/1982_Belgian_Grand_Prix
1982,6,monaco,43.7347,7.42056,Monaco,23/05/1982,http://en.wikipedia.org/wiki/1982_Monaco_Grand_Prix
1982,7,detroit,42.3298,-83.0401,USA,06/06/1982,http://en.wikipedia.org/wiki/1982_Detroit_Grand_Prix
1982,8,villeneuve,45.5,-73.5228,Canada,13/06/1982,http://en.wikipedia.org/wiki/1982_Canadian_Grand_Prix
1982,9,zandvoort,52.3888,4.54092,Netherlands,03/07/1982,http://en.wikipedia.org/wiki/1982_Dutch_Grand_Prix
1982,10,brands_hatch,51.3569,0.263056,UK,18/07/1982,http://en.wikipedia.org/wiki/1982_British_Grand_Prix
1982,11,ricard,43.2506,5.79167,France,25/07/1982,http://en.wikipedia.org/wiki/1982_French_Grand_Prix
1982,12,hockenheimring,49.3278,8.56583,Germany,08/08/1982,http://en.wikipedia.org/wiki/1982_German_Grand_Prix
1982,13,osterreichring,47.2197,14.7647,Austria,15/08/1982,http://en.wikipedia.org/wiki/1982_Austrian_Grand_Prix
1982,14,dijon,47.3625,4.89913,France,29/08/1982,http://en.wikipedia.org/wiki/1982_Swiss_Grand_Prix
1982,15,monza,45.6156,9.28111,Italy,12/09/1982,http://en.wikipedia.org/wiki/1982_Italian_Grand_Prix
1982,16,las_vegas,36.1162,-115.174,USA,25/09/1982,http://en.wikipedia.org/wiki/1982_Caesars_Palace_Grand_Prix
1983,1,jacarepagua,-22.9756,-43.395,Brazil,13/03/1983,http://en.wikipedia.org/wiki/1983_Brazilian_Grand_Prix
1983,2,long_beach,33.7651,-118.189,USA,27/03/1983,http://en.wikipedia.org/wiki/1983_United_States_Grand_Prix_West
1983,3,ricard,43.2506,5.79167,France,17/04/1983,http://en.wikipedia.org/wiki/1983_French_Grand_Prix
1983,4,imola,44.3439,11.7167,Italy,01/05/1983,http://en.wikipedia.org/wiki/1983_San_Marino_Grand_Prix
1983,5,monaco,43.7347,7.42056,Monaco,15/05/1983,http://en.wikipedia.org/wiki/1983_Monaco_Grand_Prix
1983,6,spa,50.4372,5.97139,Belgium,22/05/1983,http://en.wikipedia.org/wiki/1983_Belgian_Grand_Prix
1983,7,detroit,42.3298,-83.0401,USA,05/06/1983,http://en.wikipedia.org/wiki/1983_Detroit_Grand_Prix
1983,8,villeneuve,45.5,-73.5228,Canada,12/06/1983,http://en.wikipedia.org/wiki/1983_Canadian_Grand_Prix
1983,9,silverstone,52.0786,-1.01694,UK,16/07/1983,http://en.wikipedia.org/wiki/1983_British_Grand_Prix
1983,10,hockenheimring,49.3278,8.56583,Germany,07/08/1983,http://en.wikipedia.org/wiki/1983_German_Grand_Prix
1983,11,osterreichring,47.2197,14.7647,Austria,14/08/1983,http://en.wikipedia.org/wiki/1983_Austrian_Grand_Prix
1983,12,zandvoort,52.3888,4.54092,Netherlands,28/08/1983,http://en.wikipedia.org/wiki/1983_Dutch_Grand_Prix
1983,13,monza,45.6156,9.28111,Italy,11/09/1983,http://en.wikipedia.org/wiki/1983_Italian_Grand_Prix
1983,14,brands_hatch,51.3569,0.263056,UK,25/09/1983,http://en.wikipedia.org/wiki/1983_European_Grand_Prix
1983,15,kyalami,-25.9894,28.0767,South Africa,15/10/1983,http://en.wikipedia.org/wiki/1983_South_African_Grand_Prix
1984,1,jacarepagua,-22.9756,-43.395,Brazil,25/03/1984,http://en.wikipedia.org/wiki/1984_Brazilian_Grand_Prix
1984,2,kyalami,-25.9894,28.0767,South Africa,07/04/1984,http://en.wikipedia.org/wiki/1984_South_African_Grand_Prix
1984,3,zolder,50.9894,5.25694,Belgium,29/04/1984,http://en.wikipedia.org/wiki/1984_Belgian_Grand_Prix
1984,4,imola,44.3439,11.7167,Italy,06/05/1984,http://en.wikipedia.org/wiki/1984_San_Marino_Grand_Prix
1984,5,dijon,47.3625,4.89913,France,20/05/1984,http://en.wikipedia.org/wiki/1984_French_Grand_Prix
1984,6,monaco,43.7347,7.42056,Monaco,03/06/1984,http://en.wikipedia.org/wiki/1984_Monaco_Grand_Prix
1984,7,villeneuve,45.5,-73.5228,Canada,17/06/1984,http://en.wikipedia.org/wiki/1984_Canadian_Grand_Prix
1984,8,detroit,42.3298,-83.0401,USA,24/06/1984,http://en.wikipedia.org/wiki/1984_Detroit_Grand_Prix
1984,9,dallas,32.7774,-96.7587,USA,08/07/1984,http://en.wikipedia.org/wiki/1984_Dallas_Grand_Prix
1984,10,brands_hatch,51.3569,0.263056,UK,22/07/1984,http://en.wikipedia.org/wiki/1984_British_Grand_Prix
1984,11,hockenheimring,49.3278,8.56583,Germany,05/08/1984,http://en.wikipedia.org/wiki/1984_German_Grand_Prix
1984,12,osterreichring,47.2197,14.7647,Austria,19/08/1984,http://en.wikipedia.org/wiki/1984_Austrian_Grand_Prix
1984,13,zandvoort,52.3888,4.54092,Netherlands,26/08/1984,http://en.wikipedia.org/wiki/1984_Dutch_Grand_Prix
1984,14,monza,45.6156,9.28111,Italy,09/09/1984,http://en.wikipedia.org/wiki/1984_Italian_Grand_Prix
1984,15,nurburgring,50.3356,6.9475,Germany,07/10/1984,http://en.wikipedia.org/wiki/1984_European_Grand_Prix
1984,16,estoril,38.7506,-9.39417,Portugal,21/10/1984,http://en.wikipedia.org/wiki/1984_Portuguese_Grand_Prix
1985,1,jacarepagua,-22.9756,-43.395,Brazil,07/04/1985,http://en.wikipedia.org/wiki/1985_Brazilian_Grand_Prix
1985,2,estoril,38.7506,-9.39417,Portugal,21/04/1985,http://en.wikipedia.org/wiki/1985_Portuguese_Grand_Prix
1985,3,imola,44.3439,11.7167,Italy,05/05/1985,http://en.wikipedia.org/wiki/1985_San_Marino_Grand_Prix
1985,4,monaco,43.7347,7.42056,Monaco,19/05/1985,http://en.wikipedia.org/wiki/1985_Monaco_Grand_Prix
1985,5,villeneuve,45.5,-73.5228,Canada,16/06/1985,http://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix
1985,6,detroit,42.3298,-83.0401,USA,23/06/1985,http://en.wikipedia.org/wiki/1985_Detroit_Grand_Prix
1985,7,ricard,43.2506,5.79167,France,07/07/1985,http://en.wikipedia.org/wiki/1985_French_Grand_Prix
1985,8,silverstone,52.0786,-1.01694,UK,21/07/1985,http://en.wikipedia.org/wiki/1985_British_Grand_Prix
1985,9,nurburgring,50.3356,6.9475,Germany,04/08/1985,http://en.wikipedia.org/wiki/1985_German_Grand_Prix
1985,10,osterreichring,47.2197,14.7647,Austria,18/08/1985,http://en.wikipedia.org/wiki/1985_Austrian_Grand_Prix
1985,11,zandvoort,52.3888,4.54092,Netherlands,25/08/1985,http://en.wikipedia.org/wiki/1985_Dutch_Grand_Prix
1985,12,monza,45.6156,9.28111,Italy,08/09/1985,http://en.wikipedia.org/wiki/1985_Italian_Grand_Prix
1985,13,spa,50.4372,5.97139,Belgium,15/09/1985,http://en.wikipedia.org/wiki/1985_Belgian_Grand_Prix
1985,14,brands_hatch,51.3569,0.263056,UK,06/10/1985,http://en.wikipedia.org/wiki/1985_European_Grand_Prix
1985,15,kyalami,-25.9894,28.0767,South Africa,19/10/1985,http://en.wikipedia.org/wiki/1985_South_African_Grand_Prix
1985,16,adelaide,-34.9272,138.617,Australia,03/11/1985,http://en.wikipedia.org/wiki/1985_Australian_Grand_Prix
1986,1,jacarepagua,-22.9756,-43.395,Brazil,23/03/1986,http://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix
1986,2,jerez,36.7083,-6.03417,Spain,13/04/1986,http://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix
1986,3,imola,44.3439,11.7167,Italy,27/04/1986,http://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix
1986,4,monaco,43.7347,7.42056,Monaco,11/05/1986,http://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix
1986,5,spa,50.4372,5.97139,Belgium,25/05/1986,http://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix
1986,6,villeneuve,45.5,-73.5228,Canada,15/06/1986,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix
1986,7,detroit,42.3298,-83.0401,USA,22/06/1986,http://en.wikipedia.org/wiki/1986_Detroit_Grand_Prix
1986,8,ricard,43.2506,5.79167,France,06/07/1986,http://en.wikipedia.org/wiki/1986_French_Grand_Prix
1986,9,brands_hatch,51.3569,0.263056,UK,13/07/1986,http://en.wikipedia.org/wiki/1986_British_Grand_Prix
1986,10,hockenheimring,49.3278,8.56583,Germany,27/07/1986,http://en.wikipedia.org/wiki/1986_German_Grand_Prix
1986,11,hungaroring,47.5789,19.2486,Hungary,10/08/1986,http://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix
1986,12,osterreichring,47.2197,14.7647,Austria,17/08/1986,http://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix
1986,13,monza,45.6156,9.28111,Italy,07/09/1986,http://en.wikipedia.org/wiki/1986_Italian_Grand_Prix
1986,14,estoril,38.7506,-9.39417,Portugal,21/09/1986,http://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix
1986,15,rodriguez,19.4042,-99.0907,Mexico,12/10/1986,http://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix
1986,16,adelaide,-34.9272,138.617,Australia,26/10/1986,http://en.wikipedia.org/wiki/1986_Australian_Grand_Prix
1987,1,jacarepagua,-22.9756,-43.395,Brazil,12/04/1987,http://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix
1987,2,imola,44.3439,11.7167,Italy,03/05/1987,http://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix
1987,3,spa,50.4372,5.97139,Belgium,17/05/1987,http://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix
1987,4,monaco,43.7347,7.42056,Monaco,31/05/1987,http://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix
1987,5,detroit,42.3298,-83.0401,USA,21/06/1987,http://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix
1987,6,ricard,43.2506,5.79167,France,05/07/1987,http://en.wikipedia.org/wiki/1987_French_Grand_Prix
1987,7,silverstone,52.0786,-1.01694,UK,12/07/1987,http://en.wikipedia.org/wiki/1987_British_Grand_Prix
1987,8,hockenheimring,49.3278,8.56583,Germany,26/07/1987,http://en.wikipedia.org/wiki/1987_German_Grand_Prix
1987,9,hungaroring,47.5789,19.2486,Hungary,09/08/1987,http://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix
